customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-06017,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,37.78,2254.78,No
CUST-06018,Female,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,45.37,2274.32,No
CUST-06019,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,114.18,6691.77,No
CUST-06020,Male,0,No,No,52,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),93.1,5028.89,No
CUST-06021,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,113.44,884.93,No
CUST-06022,Female,0,Yes,No,54,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),117.75,6309.31,No
CUST-06023,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),47.36,553.91,No
CUST-06024,Male,0,No,No,62,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,103.78,7372.84,No
CUST-06025,Male,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),43.84,1490.47,No
CUST-06026,Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),96.69,5046.32,Yes
CUST-06027,Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,98.28,4843.79,Yes
CUST-06028,Female,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),115.56,7482.48,No
CUST-06029,Male,0,No,Yes,66,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),118.36,8916.08,No
CUST-06030,Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.26,4919.15,Yes
CUST-06031,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),92.16,5850.53,No
CUST-06032,Male,0,Yes,No,10,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,1131.02,Yes
CUST-06033,Male,1,No,No,4,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,102.05,436.7,Yes
CUST-06034,Female,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,69.54,4071.26,No
CUST-06035,Female,0,Yes,No,43,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.57,1828.87,No
CUST-06036,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),101.05,4290.4,No
CUST-06037,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.79,2073.13,Yes
CUST-06038,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.74,393.59,Yes
CUST-06039,Male,1,Yes,No,68,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),59.49,4105.94,No
CUST-06040,Male,0,Yes,No,45,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,111.15,4668.57,Yes
CUST-06041,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),107.01,6741.06,No
CUST-06042,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,32.71,2318.01,No
CUST-06043,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,36.96,2103.64,No
CUST-06044,Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.67,5006.95,No
CUST-06045,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.79,4164.01,Yes
CUST-06046,Female,0,No,No,32,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,47.01,1676.77,No
CUST-06047,Male,1,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,61.67,2856.15,No
CUST-06048,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),34.46,1815.09,No
CUST-06049,Female,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.51,2921.47,Yes
CUST-06050,Female,1,Yes,No,23,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,78.94,2084.35,Yes
CUST-06051,Male,0,Yes,No,30,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,39.6,1081.13,No
CUST-06052,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,113.06,8061.93,Yes
CUST-06053,Female,0,No,Yes,71,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),113.7,8594.72,Yes
CUST-06054,Male,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),79.79,2282.17,No
CUST-06055,Male,0,No,No,37,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,31.09,1119.06,No
CUST-06056,Female,0,Yes,No,48,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),57.17,2744.15,No
CUST-06057,Female,0,No,No,32,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,91.93,2558.09,Yes
CUST-06058,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,42.4,3042.46,No
CUST-06059,Male,1,Yes,No,35,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),99.01,3345.48,No
CUST-06060,Male,0,Yes,No,68,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,19.03,1382.77,No
CUST-06061,Female,0,No,No,32,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,37.37,1100.72,No
CUST-06062,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),49.87,3191.57,No
CUST-06063,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),115.34,3530.77,No
CUST-06064,Female,0,No,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.14,1417.76,Yes
CUST-06065,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),20.19,1066.92,No
CUST-06066,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),64.79,3824.27,No
CUST-06067,Female,0,Yes,Yes,6,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.77,482.36,No
CUST-06068,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,80.36,1010.13,Yes
CUST-06069,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,64.81,2086.59,No
CUST-06070,Female,0,No,No,26,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),44.38,1127.31,No
CUST-06071,Female,0,Yes,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,55.73,1068.46,Yes
CUST-06072,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,89.66,368.19,Yes
CUST-06073,Female,0,Yes,No,57,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,94.41,5565.03,No
CUST-06074,Male,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),67.64,4054.08,No
CUST-06075,Male,1,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,110.19,2620.15,No
CUST-06076,Female,0,No,Yes,47,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,114.61,5012.69,No
CUST-06077,Female,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),96.9,4940.98,No
CUST-06078,Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,38.66,1292.78,No
CUST-06079,Male,1,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),106.61,1911.21,Yes
CUST-06080,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),63.86,2547.21,No
CUST-06081,Male,0,No,No,28,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.53,1106.91,No
CUST-06082,Female,0,No,No,65,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,97.19,6850.88,No
CUST-06083,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,58.58,4204.19,Yes
CUST-06084,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,42.24,2478.69,No
CUST-06085,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,77.31,2911.23,No
CUST-06086,Female,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,30.11,651.43,No
CUST-06087,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),56.3,2293.34,No
CUST-06088,Male,0,No,Yes,30,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.04,1494.68,Yes
CUST-06089,Male,1,No,No,44,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.59,2192.28,Yes
CUST-06090,Female,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,62.86,1608.78,No
CUST-06091,Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,82.32,3031.87,No
CUST-06092,Female,0,Yes,No,24,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.08,594.27,No
CUST-06093,Male,1,No,Yes,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,64.78,4108.88,No
CUST-06094,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.2,524.89,No
CUST-06095,Male,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,52.12,3145.39,No
CUST-06096,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),93.05,5260.09,No
CUST-06097,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,90.25,721.55,No
CUST-06098,Male,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),70.67,3975.94,No
CUST-06099,Male,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.44,6819.55,No
CUST-06100,Male,0,No,No,69,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,30.05,1772.99,No
CUST-06101,Female,0,No,Yes,8,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,55.98,422.09,Yes
CUST-06102,Female,1,No,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),86.55,4865.33,No
CUST-06103,Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,111.03,2390.33,Yes
CUST-06104,Male,0,No,No,42,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),104.7,4898.54,No
CUST-06105,Female,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,34.68,1832.52,No
CUST-06106,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,24.49,434.08,No
CUST-06107,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),74.13,256.53,No
CUST-06108,Female,1,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),68.09,3676.35,Yes
CUST-06109,Female,1,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,54.73,2758.61,No
CUST-06110,Female,1,No,Yes,13,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.1,563.38,No
CUST-06111,Female,0,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,58.44,2195.71,No
CUST-06112,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),66.14,3099.62,No
CUST-06113,Male,1,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,47.87,2421.73,No
CUST-06114,Male,0,No,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.48,1250.92,No
CUST-06115,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),74.34,1362.04,No
CUST-06116,Male,1,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),114.41,1832.88,Yes
CUST-06117,Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,53.16,3139.2,No
CUST-06118,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,95.54,1671.61,Yes
CUST-06119,Female,0,No,Yes,11,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),108.19,1305.75,Yes
CUST-06120,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),61.81,1036.89,No
CUST-06121,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,54.55,4068.68,No
CUST-06122,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),107.81,1585.89,Yes
CUST-06123,Female,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,28.82,160.47,No
CUST-06124,Female,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,67.51,4255.03,No
CUST-06125,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),83.03,319.56,No
CUST-06126,Male,0,No,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.93,4351.13,No
CUST-06127,Female,1,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.61,1380.29,No
CUST-06128,Male,0,Yes,No,48,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),29.45,1416.34,No
CUST-06129,Male,0,Yes,Yes,35,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,47.08,1727.03,No
CUST-06130,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.77,3033.43,No
CUST-06131,Female,1,Yes,No,21,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,116.91,2572.51,Yes
CUST-06132,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.62,377.82,No
CUST-06133,Female,0,Yes,No,64,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.88,5489.5,No
CUST-06134,Female,1,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,116.99,8925.92,No
CUST-06135,Male,0,Yes,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),41.47,871.94,No
CUST-06136,Female,1,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),27.58,1005.59,No
CUST-06137,Male,1,Yes,No,18,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),35.51,642.45,No
CUST-06138,Male,1,Yes,No,58,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,49.12,3248.71,No
CUST-06139,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,86.7,1930.51,No
CUST-06140,Male,0,Yes,No,5,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,48.6,250.58,Yes
CUST-06141,Male,1,No,No,53,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.4,3127.41,No
CUST-06142,Female,0,No,No,55,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,20.99,1114.12,Yes
CUST-06143,Female,0,Yes,No,5,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,112.62,536.74,No
CUST-06144,Female,0,No,No,69,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.53,5851.81,No
CUST-06145,Male,0,No,No,41,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,73.16,3446.27,No
CUST-06146,Male,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,93.12,710.62,No
CUST-06147,Female,0,No,Yes,1,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,113.6,100.54,Yes
CUST-06148,Male,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,79.7,4229.14,No
CUST-06149,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,86.49,2171.22,No
CUST-06150,Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.25,2494.85,No
CUST-06151,Male,0,No,No,12,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,101.06,1236.9,No
CUST-06152,Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),97.44,6825.2,No
CUST-06153,Male,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,20.42,426.22,Yes
CUST-06154,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,96.41,364.36,Yes
CUST-06155,Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.64,212.76,No
CUST-06156,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.22,1693.75,No
CUST-06157,Female,0,Yes,No,70,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),51.29,3096.41,No
CUST-06158,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),113.71,6235.77,No
CUST-06159,Male,0,No,No,52,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,77.61,3739.31,No
CUST-06160,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,113.32,2184.62,No
CUST-06161,Female,0,Yes,Yes,64,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,26.13,1879.85,No
CUST-06162,Male,1,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.73,724.64,No
CUST-06163,Female,0,Yes,Yes,23,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.01,1412.94,Yes
CUST-06164,Male,1,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.71,4320.46,No
CUST-06165,Male,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,117.89,6121.65,Yes
CUST-06166,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,65.8,2774.57,No
CUST-06167,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,42.24,2533.52,No
CUST-06168,Female,0,No,No,26,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.94,2068.16,No
CUST-06169,Female,0,Yes,No,70,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.05,3456.44,No
CUST-06170,Female,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),31.49,1515.72,No
CUST-06171,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,76.85,6042.06,No
CUST-06172,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,91.05,5233.69,No
CUST-06173,Female,0,No,No,66,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.62,4661.64,No
CUST-06174,Male,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),50.62,3182.65,No
CUST-06175,Male,1,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.64,490.69,No
CUST-06176,Male,0,Yes,No,51,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),98.82,4630.46,No
CUST-06177,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,107.82,527.53,Yes
CUST-06178,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,43.69,1905.97,No
CUST-06179,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),61.29,1914.43,No
CUST-06180,Male,0,Yes,No,36,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,49.06,1735.86,No
CUST-06181,Female,0,No,No,50,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),101.74,4388.22,No
CUST-06182,Male,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,110.93,6606.05,No
CUST-06183,Male,1,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33.47,631.75,No
CUST-06184,Female,0,No,Yes,20,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,21.92,470.64,No
CUST-06185,Female,1,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,26.85,617.86,Yes
CUST-06186,Male,1,No,Yes,31,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,47.44,1527.16,No
CUST-06187,Male,1,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,91.05,6418.33,No
CUST-06188,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,51.07,2030.09,No
CUST-06189,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,117.16,8805.2,No
CUST-06190,Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,26.85,1935.31,No
CUST-06191,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.73,4180.52,Yes
CUST-06192,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,64.69,3489.19,No
CUST-06193,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),49.35,182.21,No
